05:41:42.219 [__MAIN__] INFO     Starting ED Autopilot V1.7.0.
05:41:43.429 [EDKEYS] INFO     	get_bindings_<CamZoomIn>={'key': 44, 'mods': []} Key: <Key_Z> Mod: < >
05:41:43.429 [EDKEYS] INFO     	get_bindings_<SystemMapOpen>={'key': 50, 'mods': [29]} Key: <Key_M> Mod: <Key_LeftControl>
05:41:43.429 [EDKEYS] INFO     	get_bindings_<UseBoostJuice>={'key': 15, 'mods': []} Key: <Key_Tab> Mod: < >
05:41:43.429 [EDKEYS] INFO     	get_bindings_<Supercruise>={'key': 37, 'mods': []} Key: <Key_K> Mod: < >
05:41:43.430 [EDKEYS] INFO     	get_bindings_<UpThrustButton>={'key': 19, 'mods': []} Key: <Key_R> Mod: < >
05:41:43.430 [EDKEYS] INFO     	get_bindings_<LandingGearToggle>={'key': 38, 'mods': []} Key: <Key_L> Mod: < >
05:41:43.430 [EDKEYS] INFO     	get_bindings_<TargetNextRouteSystem>={'key': 36, 'mods': [29]} Key: <Key_J> Mod: <Key_LeftControl>
05:41:43.430 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IConnectionPointContainer) ptr=0x2312ffdb668 at 23163fa4050>
05:41:43.430 [EDKEYS] INFO     	get_bindings_<CamTranslateForward>={'key': 17, 'mods': []} Key: <Key_W> Mod: < >
05:41:43.430 [EDKEYS] INFO     	get_bindings_<CamTranslateRight>={'key': 32, 'mods': [29, 56]} Key: <Key_D> Mod: <Key_LeftControl>
05:41:43.432 [EDWAYPOINT] DEBUG    EDWayPoint: read json:{'GlobalShoppingList': {'SystemName': '', 'StationName': '', 'GalaxyBookmarkType': '', 'GalaxyBookmarkNumber': 0, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {'Indite': 0, 'Bertrandite': 999, 'Silver': 0, 'Gold': 0}, 'Comment': None, 'UpdateCommodityCount': True, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '1': {'SystemName': 'Orgen', 'StationName': 'Trailblazer Song', 'GalaxyBookmarkType': '', 'GalaxyBookmarkNumber': 0, 'SystemBookmarkType': 'Navigation Panel', 'SystemBookmarkNumber': 2, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': None, 'UpdateCommodityCount': True, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '2': {'SystemName': 'Synuefe LO-G c27-25', 'StationName': 'Cat Colony', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 3, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': None, 'UpdateCommodityCount': True, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '3': {'SystemName': 'Synuefe ZX-M b54-1', 'StationName': 'System Colonisation Ship', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 1, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {'ALL': 0}, 'BuyCommodities': {}, 'Comment': None, 'UpdateCommodityCount': True, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '4': {'SystemName': 'Lambda-1 Tucanae', 'StationName': 'Riess Hub', 'GalaxyBookmarkType': '', 'GalaxyBookmarkNumber': 0, 'SystemBookmarkType': 'Station', 'SystemBookmarkNumber': 1, 'SellCommodities': {'Water Purifiers': 9999}, 'BuyCommodities': {'Gold': 9999}, 'Comment': None, 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '5': {'SystemName': 'Mbutas', 'StationName': 'P.T.N. DARK SUN H6H-N8T', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 3, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': 'Bertrandite', 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '6': {'SystemName': 'Mbutas', 'StationName': 'P.T.N. GHIBLI BOOKBOX GHB-BKB', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 6, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': 'Gold', 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '7': {'SystemName': 'Mbutas', 'StationName': 'P.T.N. TAILS TFX-L3W', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 10, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': 'Silver', 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '8': {'SystemName': 'Mbutas', 'StationName': 'P.T.N. THORONDOR TNT-95W', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 11, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': 'Indite', 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '9': {'SystemName': 'Mbutas', 'StationName': 'P.T.N. CONSISTENCY G2H-N4Y', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 4, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': 'Silver', 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '10': {'SystemName': 'Mbutas', 'StationName': 'P.T.N. PIT OF HERESY G1U-1TX', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 9, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': 'Indite', 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '11': {'SystemName': 'Mbutas', 'StationName': 'P.T.N EVEREST T9K-5HQ', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 2, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': 'Gold', 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '12': {'SystemName': 'Mbutas', 'StationName': 'P.T.N. BLOSSOM WBG-16Q', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 0, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': 'Indite', 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '13': {'SystemName': 'Mbutas', 'StationName': 'P.T.N. HADES WNX-33Y', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 7, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': None, 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '14': {'SystemName': 'Mbutas', 'StationName': 'P.T.N. OLYMPUS WBJ-N1Y', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 8, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': 'Bertrandite', 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '15': {'SystemName': 'Mbutas', 'StationName': 'PTN ROSIES BAR GFT-N6V', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 12, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': 'Gold', 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '16': {'SystemName': 'Mbutas', 'StationName': 'PTN WARDEN OF NOTHING (T7T-6VX)', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 8, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': None, 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '17': {'SystemName': 'Mbutas', 'StationName': 'PTN THE LAVISH CHATEAU GFT-NXF', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 13, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': 'Bertrandite', 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': False, 'Completed': False}, '18': {'SystemName': 'Mbutas', 'StationName': 'Burkin Orbital', 'GalaxyBookmarkType': '', 'GalaxyBookmarkNumber': 0, 'SystemBookmarkType': 'Station', 'SystemBookmarkNumber': 1, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': None, 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': False, 'Completed': False}, '19': {'SystemName': 'Mbutas', 'StationName': 'Dalton', 'GalaxyBookmarkType': '', 'GalaxyBookmarkNumber': 0, 'SystemBookmarkType': 'Station', 'SystemBookmarkNumber': 2, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': None, 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '20': {'SystemName': 'New System', 'StationName': '', 'GalaxyBookmarkType': '', 'GalaxyBookmarkNumber': 0, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': None, 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': False, 'Completed': False}}
05:41:43.434 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:41:43.448 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:41:43.449 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:41:43.452 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:41:43.454 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:41:43.455 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:41:43.457 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:41:43.472 [comtypes.client._managing] DEBUG    wrap_outparam(<POINTER(ISpeechObjectToken) ptr=0x2312ffdc2c0 at 23163fa4050>)
05:41:43.472 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ISpeechObjectToken) ptr=0x2312ffdc2c0 at 23163fa4050>
05:41:43.475 [comtypes.client._managing] DEBUG    wrap_outparam(<POINTER(ISpeechObjectTokens) ptr=0x2316f956ef0 at 23163fa4050>)
05:41:43.475 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IUnknown) ptr=0x2312ffde5f0 at 2316f7f4b50>
05:41:43.475 [comtypes.client._managing] DEBUG    wrap_outparam(<POINTER(IDispatch) ptr=0x2316f957c40 at 2316f7f4a50>)
05:41:43.475 [comtypes.client._managing] DEBUG    GetBestInterface(<POINTER(IDispatch) ptr=0x2316f957c40 at 2316f7f4a50>)
05:41:43.475 [comtypes.client._managing] DEBUG    Does NOT implement IProvideClassInfo, trying IProvideClassInfo2
05:41:43.476 [comtypes.client._managing] DEBUG    Does NOT implement IProvideClassInfo/IProvideClassInfo2
05:41:43.488 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IUnknown) ptr=0x2316c172150 at 2316f7f4750>
05:41:43.489 [comtypes.client._managing] DEBUG    Default interface is {C74A3ADC-B727-4500-A84A-B526721C8B8C}
05:41:43.489 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IUnknown) ptr=0x2316f957c40 at 2316f7f4850>
05:41:43.489 [comtypes.client._generate] DEBUG    GetModule(TLIBATTR(GUID={C866CA3A-32F7-11D2-9602-00C04F8EE628}, Version=5.4, LCID=0, FLags=0x8))
05:41:43.489 [comtypes.client._managing] DEBUG    Implements default interface from typeinfo <class 'comtypes.gen._C866CA3A_32F7_11D2_9602_00C04F8EE628_0_5_4.ISpeechObjectToken'>
05:41:43.489 [comtypes.client._managing] DEBUG    Final result is <POINTER(ISpeechObjectToken) ptr=0x2316f957c40 at 2316f7f48d0>
05:41:43.489 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IDispatch) ptr=0x2316f957c40 at 2316f7f47d0>
05:41:43.489 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ITypeInfo) ptr=0x2316c172150 at 2316f7f46d0>
05:41:43.489 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ITypeLib) ptr=0x2316b7d8800 at 2316f7f4850>
05:41:43.489 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IDispatch) ptr=0x2316f957c40 at 2316f7f4a50>
05:41:43.489 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IEnumVARIANT) ptr=0x2312ffde5f0 at 2316f7f4bd0>
05:41:43.489 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ISpeechObjectTokens) ptr=0x2316f956ef0 at 23163fa4050>
05:41:43.490 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ISpeechObjectToken) ptr=0x2316f957c40 at 2316f7f48d0>
05:41:43.490 [comtypes.client._managing] DEBUG    wrap_outparam(<POINTER(ISpeechObjectTokens) ptr=0x2316f956ef0 at 23163fa4050>)
05:41:43.490 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IUnknown) ptr=0x2312ffde4d0 at 2316f7f4bd0>
05:41:43.490 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ISpeechObjectTokens) ptr=0x2316f956ef0 at 23163fa4050>
05:41:43.491 [comtypes.client._managing] DEBUG    wrap_outparam(<POINTER(IDispatch) ptr=0x2316f9589c0 at 2316f7f4ad0>)
05:41:43.491 [comtypes.client._managing] DEBUG    GetBestInterface(<POINTER(IDispatch) ptr=0x2316f9589c0 at 2316f7f4ad0>)
05:41:43.492 [comtypes.client._managing] DEBUG    Does NOT implement IProvideClassInfo, trying IProvideClassInfo2
05:41:43.492 [comtypes.client._managing] DEBUG    Does NOT implement IProvideClassInfo/IProvideClassInfo2
05:41:43.492 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IUnknown) ptr=0x2316c172150 at 2316f7f46d0>
05:41:43.492 [comtypes.client._managing] DEBUG    Default interface is {C74A3ADC-B727-4500-A84A-B526721C8B8C}
05:41:43.492 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IUnknown) ptr=0x2316f9589c0 at 2316f7f4950>
05:41:43.492 [comtypes.client._generate] DEBUG    GetModule(TLIBATTR(GUID={C866CA3A-32F7-11D2-9602-00C04F8EE628}, Version=5.4, LCID=0, FLags=0x8))
05:41:43.492 [comtypes.client._managing] DEBUG    Implements default interface from typeinfo <class 'comtypes.gen._C866CA3A_32F7_11D2_9602_00C04F8EE628_0_5_4.ISpeechObjectToken'>
05:41:43.492 [comtypes.client._managing] DEBUG    Final result is <POINTER(ISpeechObjectToken) ptr=0x2316f9589c0 at 2316f7f4850>
05:41:43.492 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IDispatch) ptr=0x2316f9589c0 at 2316f7f49d0>
05:41:43.493 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ITypeInfo) ptr=0x2316c172150 at 2316f7f47d0>
05:41:43.493 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ITypeLib) ptr=0x2316b7d8800 at 2316f7f4950>
05:41:43.493 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IDispatch) ptr=0x2316f9589c0 at 2316f7f4ad0>
05:41:43.493 [comtypes.client._managing] DEBUG    wrap_outparam(<POINTER(IDispatch) ptr=0x2316f9580c0 at 2316f7f4ad0>)
05:41:43.493 [comtypes.client._managing] DEBUG    GetBestInterface(<POINTER(IDispatch) ptr=0x2316f9580c0 at 2316f7f4ad0>)
05:41:43.493 [comtypes.client._managing] DEBUG    Does NOT implement IProvideClassInfo, trying IProvideClassInfo2
05:41:43.493 [comtypes.client._managing] DEBUG    Does NOT implement IProvideClassInfo/IProvideClassInfo2
05:41:43.493 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IUnknown) ptr=0x2316c172150 at 2316f7f46d0>
05:41:43.493 [comtypes.client._managing] DEBUG    Default interface is {C74A3ADC-B727-4500-A84A-B526721C8B8C}
05:41:43.493 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IUnknown) ptr=0x2316f9580c0 at 2316f7f47d0>
05:41:43.494 [comtypes.client._generate] DEBUG    GetModule(TLIBATTR(GUID={C866CA3A-32F7-11D2-9602-00C04F8EE628}, Version=5.4, LCID=0, FLags=0x8))
05:41:43.494 [comtypes.client._managing] DEBUG    Implements default interface from typeinfo <class 'comtypes.gen._C866CA3A_32F7_11D2_9602_00C04F8EE628_0_5_4.ISpeechObjectToken'>
05:41:43.494 [comtypes.client._managing] DEBUG    Final result is <POINTER(ISpeechObjectToken) ptr=0x2316f9580c0 at 2316f7f4b50>
05:41:43.494 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IDispatch) ptr=0x2316f9580c0 at 2316f7f49d0>
05:41:43.494 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ITypeInfo) ptr=0x2316c172150 at 2316f7f4750>
05:41:43.494 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ITypeLib) ptr=0x2316b7d8800 at 2316f7f47d0>
05:41:43.494 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IDispatch) ptr=0x2316f9580c0 at 2316f7f4ad0>
05:41:43.494 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ISpeechObjectToken) ptr=0x2316f9589c0 at 2316f7f4850>
05:41:43.494 [comtypes.client._managing] DEBUG    wrap_outparam(<POINTER(IDispatch) ptr=0x2316f958390 at 2316f7f4bd0>)
05:41:43.494 [comtypes.client._managing] DEBUG    GetBestInterface(<POINTER(IDispatch) ptr=0x2316f958390 at 2316f7f4bd0>)
05:41:43.494 [comtypes.client._managing] DEBUG    Does NOT implement IProvideClassInfo, trying IProvideClassInfo2
05:41:43.495 [comtypes.client._managing] DEBUG    Does NOT implement IProvideClassInfo/IProvideClassInfo2
05:41:43.495 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IUnknown) ptr=0x2316c172150 at 2316f7f49d0>
05:41:43.495 [comtypes.client._managing] DEBUG    Default interface is {C74A3ADC-B727-4500-A84A-B526721C8B8C}
05:41:43.495 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IUnknown) ptr=0x2316f958390 at 2316f7f4950>
05:41:43.495 [comtypes.client._generate] DEBUG    GetModule(TLIBATTR(GUID={C866CA3A-32F7-11D2-9602-00C04F8EE628}, Version=5.4, LCID=0, FLags=0x8))
05:41:43.495 [comtypes.client._managing] DEBUG    Implements default interface from typeinfo <class 'comtypes.gen._C866CA3A_32F7_11D2_9602_00C04F8EE628_0_5_4.ISpeechObjectToken'>
05:41:43.495 [comtypes.client._managing] DEBUG    Final result is <POINTER(ISpeechObjectToken) ptr=0x2316f958390 at 2316f7f4a50>
05:41:43.495 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IDispatch) ptr=0x2316f958390 at 2316f7f4750>
05:41:43.495 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ITypeInfo) ptr=0x2316c172150 at 2316f7f46d0>
05:41:43.495 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ITypeLib) ptr=0x2316b7d8800 at 2316f7f4950>
05:41:43.495 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IDispatch) ptr=0x2316f958390 at 2316f7f4bd0>
05:41:43.495 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ISpeechObjectToken) ptr=0x2316f9580c0 at 2316f7f4b50>
05:41:43.495 [comtypes.client._managing] DEBUG    wrap_outparam(<POINTER(IDispatch) ptr=0x2316f958150 at 2316f7f4850>)
05:41:43.495 [comtypes.client._managing] DEBUG    GetBestInterface(<POINTER(IDispatch) ptr=0x2316f958150 at 2316f7f4850>)
05:41:43.495 [comtypes.client._managing] DEBUG    Does NOT implement IProvideClassInfo, trying IProvideClassInfo2
05:41:43.495 [comtypes.client._managing] DEBUG    Does NOT implement IProvideClassInfo/IProvideClassInfo2
05:41:43.495 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IUnknown) ptr=0x2316c172150 at 2316f7f4750>
05:41:43.495 [comtypes.client._managing] DEBUG    Default interface is {C74A3ADC-B727-4500-A84A-B526721C8B8C}
05:41:43.495 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IUnknown) ptr=0x2316f958150 at 2316f7f4ad0>
05:41:43.496 [comtypes.client._generate] DEBUG    GetModule(TLIBATTR(GUID={C866CA3A-32F7-11D2-9602-00C04F8EE628}, Version=5.4, LCID=0, FLags=0x8))
05:41:43.496 [comtypes.client._managing] DEBUG    Implements default interface from typeinfo <class 'comtypes.gen._C866CA3A_32F7_11D2_9602_00C04F8EE628_0_5_4.ISpeechObjectToken'>
05:41:43.496 [comtypes.client._managing] DEBUG    Final result is <POINTER(ISpeechObjectToken) ptr=0x2316f958150 at 2316f7f47d0>
05:41:43.496 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IDispatch) ptr=0x2316f958150 at 2316f7f46d0>
05:41:43.496 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ITypeInfo) ptr=0x2316c172150 at 2316f7f49d0>
05:41:43.496 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ITypeLib) ptr=0x2316b7d8800 at 2316f7f4ad0>
05:41:43.496 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IDispatch) ptr=0x2316f958150 at 2316f7f4850>
05:41:43.496 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ISpeechObjectToken) ptr=0x2316f958390 at 2316f7f4a50>
05:41:43.496 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IEnumVARIANT) ptr=0x2312ffde4d0 at 2316f7f48d0>
05:41:43.496 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ISpeechObjectToken) ptr=0x2316f958150 at 2316f7f47d0>
05:41:43.597 [__MAIN__] INFO     ED Autopilot loaded successfully.
05:41:44.492 [__MAIN__] INFO     Welcome aboard your Imperial Cutter.
05:41:44.495 [__MAIN__] INFO     Warning, your Imperial Cutter is not fitted with a Fuel Scoop.
05:41:44.497 [AUTOPILOT] INFO     Loaded your custom configuration for cutter from ship_configs.json
05:41:49.111 [__MAIN__] INFO     Loaded Waypoint file: C:/Users/Acer Nitro/Desktop/EDAPGui-1.7.0/waypoints/waypoints_Col 285 Sector OC-V d2-65.json
05:41:49.111 [EDWAYPOINT] DEBUG    EDWayPoint: read json:{'GlobalShoppingList': {'SystemName': '', 'StationName': '', 'GalaxyBookmarkType': '', 'GalaxyBookmarkNumber': 0, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'UpdateCommodityCount': True, 'FleetCarrierTransfer': False, 'Skip': False, 'Completed': False, 'Comment': '', 'BuyCommodities': {}, 'SellCommodities': {}}, '2': {'SystemName': 'Col 285 Sector OC-V d2-65', 'StationName': 'Tarasenko Creations', 'GalaxyBookmarkType': 'Settlement', 'GalaxyBookmarkNumber': 1, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'UpdateCommodityCount': True, 'FleetCarrierTransfer': False, 'Skip': False, 'Completed': False, 'Comment': 'None', 'BuyCommodities': {}, 'SellCommodities': {'ALL': 0}}, '1': {'SystemName': 'HIP 24405', 'StationName': 'Biermann Depot', 'GalaxyBookmarkType': '', 'GalaxyBookmarkNumber': 0, 'SystemBookmarkType': 'Station', 'SystemBookmarkNumber': 1, 'UpdateCommodityCount': True, 'FleetCarrierTransfer': False, 'Skip': False, 'Completed': False, 'Comment': 'None', 'BuyCommodities': {'Steel': 9522, 'Ceramic Composites': 0, 'Polymers': 0, 'Aluminium': 0}, 'SellCommodities': {}}, 'rep': {'SystemName': 'REPEAT', 'StationName': '', 'GalaxyBookmarkType': '', 'GalaxyBookmarkNumber': 0, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': False, 'Completed': False, 'Comment': 'None', 'BuyCommodities': {}, 'SellCommodities': {}}}
05:41:51.464 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:42:01.476 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:42:05.461 [__MAIN__] DEBUG    Entered: start_waypoint
05:42:05.461 [__MAIN__] INFO     Waypoint Assist start
05:42:05.519 [AUTOPILOT] DEBUG    Log level set to DEBUG (full detail)
05:42:05.931 [AUTOPILOT] DEBUG    Running waypoint_assist
05:42:05.942 [__MAIN__] INFO     Waypoint file: waypoints_Col 285 Sector OC-V d2-65.json
05:42:05.948 [__MAIN__] INFO     Next Waypoint: TARASENKO CREATIONS in COL 285 SECTOR OC-V D2-65
05:42:05.951 [__MAIN__] INFO     Already in target System.
05:42:05.952 [__MAIN__] INFO     Targeting Station: TARASENKO CREATIONS
05:42:05.954 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:42:05.956 [EDGALAXYMAP] DEBUG    Opening Galaxy Map
05:42:05.957 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:42:05.958 [EDKEYS] DEBUG    	send=GalaxyMapOpen,key:{'key': 50, 'mods': [56]},key_name:Key_M,hold:None,repeat:1,repeat_delay:None,state:None
05:42:06.897 [OCR] DEBUG    Did not find 'CARTOGRAPHICS' text in item text '[':', '+6', '8']'.
05:42:07.503 [OCR] DEBUG    Found 'CARTOGRAPHICS' text in item text '['niversa', '3:42:07', 'CARTOGRAPHICS', '180CT-3311']'.
05:42:08.649 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:42:09.504 [EDKEYS] DEBUG    	send=UI_Up,key:{'key': 200, 'mods': []},key_name:Key_UpArrow,hold:None,repeat:1,repeat_delay:None,state:None
05:42:09.808 [EDKEYS] DEBUG    	send=UI_Left,key:{'key': 203, 'mods': []},key_name:Key_LeftArrow,hold:None,repeat:1,repeat_delay:None,state:None
05:42:10.610 [EDKEYS] DEBUG    	send=UI_Select,key:{'key': 57, 'mods': []},key_name:Key_Space,hold:None,repeat:1,repeat_delay:None,state:None
05:42:11.162 [EDKEYS] DEBUG    	send=UI_Right,key:{'key': 205, 'mods': []},key_name:Key_RightArrow,hold:None,repeat:1,repeat_delay:None,state:None
05:42:11.662 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:42:11.714 [EDKEYS] DEBUG    	send=UI_Down,key:{'key': 208, 'mods': []},key_name:Key_DownArrow,hold:None,repeat:4,repeat_delay:None,state:None
05:42:13.172 [EDKEYS] DEBUG    	send=UI_Select,key:{'key': 57, 'mods': []},key_name:Key_Space,hold:None,repeat:1,repeat_delay:None,state:None
05:42:13.723 [EDKEYS] DEBUG    	send=UI_Down,key:{'key': 208, 'mods': []},key_name:Key_DownArrow,hold:None,repeat:0,repeat_delay:None,state:None
05:42:13.974 [EDKEYS] DEBUG    	send=UI_Select,key:{'key': 57, 'mods': []},key_name:Key_Space,hold:3.0,repeat:1,repeat_delay:None,state:None
05:42:17.076 [EDKEYS] DEBUG    	send=GalaxyMapOpen,key:{'key': 50, 'mods': [56]},key_name:Key_M,hold:None,repeat:1,repeat_delay:None,state:None
